index,element,x,y,z,coordination_number,is_interfacial
59,Sr,7.729082,11.762068,17.680206,12,0
60,Sr,7.776924,15.639253,17.707558,12,0
61,Sr,15.556748,19.478804,17.871407,11,0
62,Sr,11.667252,3.824654,17.799313,11,0
63,Sr,11.755313,7.794002,17.668293,11,0
64,Sr,11.622182,11.759985,17.677023,11,0
65,Sr,11.657279,15.612801,17.795380,11,0
66,Sr,15.620071,0.052452,17.758903,11,0
67,Sr,15.617421,3.930622,17.803660,9,0
68,Sr,15.792476,7.827890,17.768176,9,0
69,Sr,15.660028,11.687677,17.859443,10,0
70,Sr,15.514373,15.542716,17.871783,11,0
71,Sr,19.571503,3.898589,17.717386,11,0
72,Sr,19.611712,7.871672,17.612207,10,0
73,Sr,19.655013,11.832984,17.820227,12,0
74,Sr,19.693082,15.675555,17.859171,10,0
75,Hf,15.377152,4.114496,35.673519,6,0
76,Hf,16.677401,10.625323,35.677443,6,0
77,Hf,17.977670,17.137481,35.670736,6,0
78,Hf,8.439257,1.947874,35.704373,6,0
79,Hf,9.739016,8.457351,35.713105,6,0
80,Hf,11.042291,14.967483,35.702750,6,0
81,Hf,5.392415,19.303838,35.710468,6,0
82,Hf,2.788475,6.285557,35.706863,6,0
83,Hf,4.090667,12.793237,35.706446,6,0
84,Hf,14.798122,1.095676,35.142293,7,0
85,Hf,16.101712,7.601705,35.150917,7,0
86,Hf,17.402985,14.112201,35.148741,7,0
87,Hf,11.767389,18.455095,35.162862,7,0
88,Hf,9.164104,5.439965,35.175079,7,0
89,Hf,10.465513,11.946732,35.165076,7,0
90,Hf,4.818080,16.287423,35.177091,7,0
91,Hf,2.213065,3.269043,35.172916,7,0
92,Hf,3.514792,9.777131,35.170635,7,0
93,Hf,12.916000,6.360986,35.138508,6,0
94,Hf,14.218200,12.871721,35.134883,6,0
95,Hf,15.522912,19.381200,35.126900,6,0
96,Hf,5.975989,4.193439,35.165742,6,0
97,Hf,7.276736,10.702054,35.163078,6,0
98,Hf,8.580181,17.210933,35.160112,6,0
99,Hf,18.551583,2.016193,35.143315,6,0
100,Hf,19.853534,8.524759,35.143952,6,0
101,Hf,21.154603,15.033916,35.146948,6,0
102,Hf,21.121717,18.371061,35.424873,6,0
103,Hf,18.520790,5.353151,35.422892,6,0
104,Hf,19.821630,11.861801,35.425292,6,0
105,Hf,14.188783,16.209162,35.416986,6,0
106,Hf,11.584490,3.189460,35.419733,6,0
107,Hf,12.886654,9.698099,35.421569,6,0
108,Hf,7.244638,14.041878,35.434454,6,0
109,Hf,4.641492,1.024664,35.437930,6,0
110,Hf,5.942536,7.534050,35.436450,6,0
111,Hf,17.051380,0.589026,32.536185,7,0
112,Hf,18.352393,7.092280,32.538273,7,0
113,Hf,19.655242,13.603662,32.541056,7,0
114,Hf,14.021959,17.957858,32.537494,7,0
115,Hf,11.419014,4.937179,32.544745,7,0
116,Hf,12.720209,11.446041,32.543600,7,0
117,Hf,7.080499,15.793111,32.563442,7,0
118,Hf,4.478960,2.780089,32.567581,7,0
119,Hf,5.779259,9.290758,32.561580,7,0
120,Hf,20.342104,16.984594,31.855736,7,0
121,Hf,17.738933,3.965012,31.846299,7,0
122,Hf,19.038960,10.474673,31.853521,7,0
123,Hf,13.408303,14.829786,31.847327,7,0
124,Hf,10.808747,1.814738,31.842800,7,0
125,Hf,12.108383,8.318311,31.855303,7,0
126,Hf,6.465645,12.661625,31.868379,7,0
127,Hf,7.770724,19.174168,31.874712,7,0
128,Hf,5.164480,6.155227,31.877758,7,0
129,Hf,14.597139,2.817510,32.104699,7,0
130,Hf,15.896426,9.325885,32.116642,7,0
131,Hf,17.198190,15.838188,32.110216,7,0
132,Hf,7.662124,0.667444,32.133824,7,0
133,Hf,8.965051,7.175280,32.145083,7,0
134,Hf,10.264652,13.684558,32.135409,7,0
135,Hf,4.613858,18.011825,32.145219,7,0
136,Hf,2.006899,4.992327,32.138636,7,0
137,Hf,3.313138,11.501131,32.135731,7,0
138,Hf,3.333492,14.781502,32.335230,7,0
139,Hf,0.729302,1.767843,32.328099,7,0
140,Hf,2.030118,8.273969,32.327439,7,0
141,Hf,15.915511,12.611325,32.306781,7,0
142,Hf,17.215820,19.121236,32.288432,7,0
143,Hf,14.614474,6.099408,32.310975,7,0
144,Hf,8.978694,10.453155,32.339588,7,0
145,Hf,10.280365,16.962922,32.332019,7,0
146,Hf,7.678681,3.943520,32.340277,7,0
147,Hf,22.658313,16.538924,29.437242,7,0
148,Hf,20.048923,3.516176,29.413256,7,0
149,Hf,21.342226,10.020028,29.425653,7,0
150,Hf,15.713283,14.379257,29.404078,7,0
151,Hf,13.117443,1.351519,29.380967,7,0
152,Hf,14.415423,7.857688,29.408362,7,0
153,Hf,8.780778,12.221840,29.434114,7,0
154,Hf,10.086350,18.726159,29.427129,7,0
155,Hf,7.488726,5.712189,29.453387,7,0
156,Hf,22.017064,13.415834,28.759993,7,0
157,Hf,19.409442,0.398316,28.757276,7,0
158,Hf,20.703274,6.898470,28.748564,7,0
159,Hf,15.076324,11.254339,28.737441,7,0
160,Hf,16.397861,17.767763,28.694276,7,0
161,Hf,13.788105,4.750675,28.726330,7,0
162,Hf,8.162547,9.113300,28.767283,7,0
163,Hf,9.452439,15.618459,28.755127,7,0
164,Hf,6.860840,2.599533,28.763478,7,0
165,Hf,20.180240,18.752011,28.973551,7,0
166,Hf,17.585114,5.738499,28.967216,7,0
167,Hf,18.863962,12.249486,28.978340,7,0
168,Hf,13.264607,16.618978,28.969730,7,0
169,Hf,10.650120,3.597741,28.978464,7,0
170,Hf,11.941914,10.096427,28.984698,7,0
171,Hf,6.299415,14.433591,29.013472,7,0
172,Hf,3.700907,1.425225,29.021782,7,0
173,Hf,4.991681,7.934721,29.023809,7,0
174,Hf,4.977418,11.199755,29.158091,7,0
175,Hf,6.283513,17.708927,29.189546,7,0
176,Hf,3.680732,4.698026,29.187434,7,0
177,Hf,17.547148,9.016499,29.141800,7,0
178,Hf,18.855940,15.539804,29.141455,7,0
179,Hf,16.252832,2.507108,29.121410,7,0
180,Hf,10.624025,6.873478,29.153093,7,0
181,Hf,11.925608,13.381305,29.150856,7,0
182,Hf,9.326462,0.367341,29.141105,7,0
183,Hf,4.815105,12.953037,26.295610,7,0
184,Hf,6.108539,19.481667,26.344577,7,0
185,Hf,3.510490,6.475857,26.328171,7,0
186,Hf,17.366119,10.741711,26.261341,7,0
187,Hf,18.687818,17.299141,26.212060,7,0
188,Hf,16.091043,4.265578,26.257845,7,0
189,Hf,10.479047,8.616682,26.248684,7,0
190,Hf,11.760072,15.174432,26.270121,7,0
191,Hf,9.192845,2.150126,26.267731,7,0
192,Hf,4.179500,9.828900,25.588258,7,0
193,Hf,5.521884,16.333143,25.640543,7,0
194,Hf,2.882206,3.329873,25.669711,7,0
195,Hf,16.762902,7.645251,25.542366,7,0
196,Hf,18.062077,14.193341,25.619542,7,0
197,Hf,15.475873,1.103580,25.533783,7,0
198,Hf,9.853791,5.567259,25.567534,7,0
199,Hf,11.160428,12.042037,25.604095,7,0
200,Hf,12.453307,18.581690,25.587322,7,0
201,Hf,21.862235,15.163578,25.896411,7,0
202,Hf,19.198753,2.145725,25.844458,7,0
203,Hf,20.542130,8.664126,25.862920,7,0
204,Hf,14.878078,13.037515,25.856864,7,0
205,Hf,12.388115,0.037096,25.781127,7,0
206,Hf,13.649207,6.494851,25.829663,7,0
207,Hf,7.977365,10.869375,25.868340,7,0
208,Hf,9.257227,17.375433,25.859932,7,0
209,Hf,6.693013,4.361477,25.907906,7,0
210,Hf,6.685072,7.638438,26.121193,7,0
211,Hf,7.990918,14.138865,26.056309,7,0
212,Hf,5.376048,1.118151,26.063163,7,0
213,Hf,19.243173,5.423029,25.946182,7,0
214,Hf,20.535125,11.916849,26.031741,7,0
215,Hf,21.847925,18.424235,25.995266,7,0
216,Hf,12.292362,3.284213,25.986787,7,0
217,Hf,13.598122,9.767776,25.990598,7,0
218,Hf,14.918848,16.316875,25.933456,7,0
219,Hf,6.511012,9.347786,23.129595,7,0
220,Hf,7.810253,15.874801,23.040102,7,0
221,Hf,5.249526,2.926468,23.198785,7,1
222,Hf,19.073274,7.215454,23.099204,7,1
223,Hf,20.398190,13.648832,23.212820,7,1
224,Hf,17.784369,0.534942,23.031638,7,1
225,Hf,12.153122,5.054898,23.157696,7,0
226,Hf,13.480343,11.565240,23.124503,7,1
227,Hf,14.817437,18.208483,23.129877,7,1
228,Hf,5.888536,6.317850,22.648443,6,0
229,Hf,7.275190,12.828141,22.498192,6,0
230,Hf,8.515901,19.350915,22.469257,6,1
231,Hf,18.506286,4.037994,22.231836,7,1
232,Hf,19.728675,10.583206,22.308354,7,1
233,Hf,21.055939,16.887372,22.423192,7,1
234,Hf,11.560441,2.093535,22.256066,7,1
235,Hf,12.880238,8.374121,22.396698,7,1
236,Hf,14.202134,15.093517,22.259213,7,1
237,Hf,4.073558,11.560894,22.667144,6,1
238,Hf,5.333058,18.090383,22.817184,6,0
239,Hf,2.771404,5.045855,22.812015,6,0
240,Hf,16.542174,9.383946,22.614077,7,1
241,Hf,17.905130,15.831859,22.581689,7,1
242,Hf,15.383099,2.906240,22.726532,6,1
243,Hf,9.666038,7.307490,22.496856,7,1
244,Hf,11.086815,13.805576,22.668872,6,1
245,Hf,8.334907,0.750684,22.659494,6,1
246,Hf,8.409223,4.094867,22.987783,6,1
247,Hf,9.704901,10.624705,23.019619,6,0
248,Hf,11.012377,17.093057,23.000342,6,0
249,Hf,1.406540,1.917610,23.069201,6,0
250,Hf,2.693569,8.351978,22.935485,6,1
251,Hf,4.090793,14.900269,23.001289,6,1
252,Hf,17.920208,19.213145,22.537055,6,1
253,Hf,15.304343,6.171661,22.829372,7,1
254,Hf,16.584196,12.718731,23.085769,6,0
255,Ti,1.952500,1.952500,11.874671,6,0
256,Ti,5.857500,1.952500,11.874671,6,0
257,Ti,5.857500,5.857500,11.874671,6,0
258,Ti,5.857500,9.762500,11.874671,6,0
259,Ti,5.857500,13.667500,11.874671,6,0
260,Ti,5.857500,17.572500,11.874671,6,0
261,Ti,9.762500,1.952500,11.874671,6,0
262,Ti,9.762500,5.857500,11.874671,6,0
263,Ti,9.762500,9.762500,11.874671,6,0
264,Ti,9.762500,13.667500,11.874671,6,0
265,Ti,9.762500,17.572500,11.874671,6,0
266,Ti,13.667500,1.952500,11.874671,6,0
267,Ti,13.667500,5.857500,11.874671,6,0
268,Ti,13.667500,9.762500,11.874671,6,0
269,Ti,13.667500,13.667500,11.874671,6,0
270,Ti,13.667500,17.572500,11.874671,6,0
271,Ti,17.572500,1.952500,11.874671,6,0
272,Ti,17.572500,5.857500,11.874671,6,0
273,Ti,17.572500,9.762500,11.874671,6,0
274,Ti,17.572500,13.667500,11.874671,6,0
275,Ti,17.572500,17.572500,11.874671,6,0
276,Ti,1.952500,5.857500,11.874671,6,0
277,Ti,1.952500,9.762500,11.874671,6,0
278,Ti,21.477500,13.667500,11.874671,6,0
279,Ti,21.477500,17.572500,11.874671,6,0
280,Ti,1.969315,1.944252,15.718094,6,0
281,Ti,5.898338,1.948036,15.815627,6,0
282,Ti,5.846829,5.858039,15.705759,6,0
283,Ti,5.877518,9.818658,15.775229,6,0
284,Ti,5.784509,13.701732,15.741522,6,0
285,Ti,5.838331,17.582235,15.724649,6,0
286,Ti,9.762736,1.905192,15.793715,6,0
287,Ti,9.768428,5.854373,15.763925,6,0
288,Ti,9.759285,9.743016,15.727879,6,0
289,Ti,9.737704,13.698537,15.746040,6,0
290,Ti,9.779627,17.598369,15.719950,6,0
291,Ti,13.655043,1.894722,15.819634,6,0
292,Ti,13.712515,5.862693,15.753307,6,0
293,Ti,13.721904,9.758894,15.857068,6,0
294,Ti,13.648081,13.675514,15.800966,6,0
295,Ti,13.654990,17.514204,15.847853,6,0
296,Ti,17.601179,1.989133,15.817800,6,0
297,Ti,17.593768,5.826136,15.838247,6,0
298,Ti,17.607600,9.797673,15.786324,6,0
299,Ti,17.597858,13.703292,15.785850,6,0
300,Ti,17.546168,17.536034,15.818476,6,0
301,Ti,2.018078,5.887815,15.718066,6,0
302,Ti,1.970206,9.827400,15.780495,6,0
303,Ti,21.483432,13.731186,15.831533,6,0
304,Ti,21.456103,17.572930,15.821791,6,0
305,Ti,2.004869,1.899699,19.490997,5,0
306,Ti,5.776027,1.997480,19.813226,6,1
307,Ti,5.858824,5.993869,19.385290,5,0
308,Ti,5.892972,9.926101,19.671771,5,0
309,Ti,5.718924,13.820248,19.591303,5,0
310,Ti,6.000263,17.619669,19.505008,5,0
311,Ti,9.638981,2.050611,19.759470,6,1
312,Ti,9.656047,5.853850,19.511787,5,1
313,Ti,9.619643,9.821129,19.530870,4,0
314,Ti,9.541572,13.734893,19.546931,5,0
315,Ti,9.848873,17.582554,19.506916,5,0
316,Ti,13.740838,2.143202,19.795382,5,1
317,Ti,13.444877,5.920475,19.725297,5,1
318,Ti,13.304958,9.806360,19.733086,5,1
319,Ti,13.338275,13.466812,19.721783,5,1
320,Ti,13.810391,17.631630,19.797890,5,1
321,Ti,17.720101,2.000677,19.736244,6,1
322,Ti,18.097871,5.967204,19.725578,5,1
323,Ti,17.839837,9.739255,19.748795,5,1
324,Ti,17.572380,13.643568,19.583472,5,1
325,Ti,17.727825,17.513560,19.686875,5,1
326,Ti,2.182907,5.811215,19.466431,5,0
327,Ti,2.113955,9.665858,19.757038,6,1
328,Ti,21.330121,13.285437,20.239868,5,1
329,Ti,21.635652,17.882733,19.744577,6,1
330,O,19.525000,1.952500,11.874671,6,0
331,O,3.905000,1.952500,11.874671,6,0
332,O,3.905000,5.857500,11.874671,6,0
333,O,3.905000,9.762500,11.874671,6,0
334,O,3.905000,13.667500,11.874671,6,0
335,O,3.905000,17.572500,11.874671,6,0
336,O,7.810000,1.952500,11.874671,6,0
337,O,7.810000,5.857500,11.874671,6,0
338,O,7.810000,9.762500,11.874671,6,0
339,O,7.810000,13.667500,11.874671,6,0
340,O,7.810000,17.572500,11.874671,6,0
341,O,11.715000,1.952500,11.874671,6,0
342,O,11.715000,5.857500,11.874671,6,0
343,O,11.715000,9.762500,11.874671,6,0
344,O,11.715000,13.667500,11.874671,6,0
345,O,11.715000,17.572500,11.874671,6,0
346,O,15.620000,1.952500,11.874671,6,0
347,O,15.620000,5.857500,11.874671,6,0
348,O,15.620000,9.762500,11.874671,6,0
349,O,15.620000,13.667500,11.874671,6,0
350,O,15.620000,17.572500,11.874671,6,0
351,O,19.525000,5.857500,11.874671,6,0
352,O,19.525000,9.762500,11.874671,6,0
353,O,19.525000,13.667500,11.874671,6,0
354,O,19.525000,17.572500,11.874671,6,0
355,O,1.952500,1.952500,9.922171,5,0
356,O,5.857500,1.952500,9.922171,5,0
357,O,5.857500,5.857500,9.922171,5,0
358,O,5.857500,9.762500,9.922171,5,0
359,O,5.857500,13.667500,9.922171,5,0
360,O,5.857500,17.572500,9.922171,5,0
361,O,9.762500,1.952500,9.922171,5,0
362,O,9.762500,5.857500,9.922171,5,0
363,O,9.762500,9.762500,9.922171,5,0
364,O,9.762500,13.667500,9.922171,5,0
365,O,9.762500,17.572500,9.922171,5,0
366,O,13.667500,1.952500,9.922171,5,0
367,O,13.667500,5.857500,9.922171,5,0
368,O,13.667500,9.762500,9.922171,5,0
369,O,13.667500,13.667500,9.922171,5,0
370,O,13.667500,17.572500,9.922171,5,0
371,O,17.572500,1.952500,9.922171,5,0
372,O,17.572500,5.857500,9.922171,5,0
373,O,17.572500,9.762500,9.922171,5,0
374,O,17.572500,13.667500,9.922171,5,0
375,O,17.572500,17.572500,9.922171,5,0
376,O,1.952500,5.857500,9.922171,5,0
377,O,1.952500,9.762500,9.922171,5,0
378,O,21.477500,13.667500,9.922171,5,0
379,O,21.477500,17.572500,9.922171,5,0
380,O,1.952500,0.000000,11.874671,6,0
381,O,5.857500,0.000000,11.874671,6,0
382,O,5.857500,3.905000,11.874671,6,0
383,O,5.857500,7.810000,11.874671,6,0
384,O,5.857500,11.715000,11.874671,6,0
385,O,5.857500,15.620000,11.874671,6,0
386,O,9.762500,0.000000,11.874671,6,0
387,O,9.762500,3.905000,11.874671,6,0
