u,w,shift_x,shift_y,align,n_on_top,n_clash,min_r_Hf_Sr,O_O_stack,d_min
0.2727,0.9455,-0.6975,3.7729,0.1699,3,15,0.5219,4,2.2771
0.2727,0.9636,-0.7292,3.8363,0.1676,3,15,0.5478,6,2.2698
0.2727,0.9818,-0.7609,3.8997,0.1646,3,14,0.4937,6,2.2647
0.2909,0.0000,1.0146,0.5073,0.1549,3,12,0.4465,6,2.2700
0.2909,0.0182,0.9829,0.5707,0.1509,2,13,0.3820,5,2.2693
0.2909,0.0364,0.9512,0.6341,0.1467,2,12,0.3201,5,2.2709
0.2909,0.0545,0.9194,0.6975,0.1424,2,13,0.2629,5,2.2747
0.2909,0.0727,0.8877,0.7609,0.1382,1,14,0.2140,5,2.2807
0.2909,0.0909,0.8560,0.8243,0.1342,1,14,0.1804,4,2.2888
0.2909,0.1091,0.8243,0.8877,0.1305,1,14,0.1713,5,2.2991
0.2909,0.1273,0.7926,0.9512,0.1274,1,14,0.1902,4,2.3116
0.2909,0.1455,0.7609,1.0146,0.1250,1,14,0.1522,4,2.3053
0.2909,0.1636,0.7292,1.0780,0.1233,0,15,0.0828,4,2.2921
0.2909,0.1818,0.6975,1.1414,0.1222,1,14,0.0244,4,2.2810
0.2909,0.2000,0.6658,1.2048,0.1218,1,15,0.0662,6,2.2721
0.2909,0.2182,0.6341,1.2682,0.1218,1,15,0.1350,6,2.2654
0.2909,0.2364,0.6024,1.3316,0.1222,2,14,0.2052,6,2.2608
0.2909,0.2545,0.5707,1.3950,0.1229,2,13,0.2758,6,2.2585
0.2909,0.2727,0.5390,1.4584,0.1240,2,13,0.3465,5,2.2584
0.2909,0.2909,0.5073,1.5218,0.1253,2,14,0.4172,4,2.2606
0.2909,0.3091,0.4756,1.5853,0.1266,2,11,0.4807,4,2.2649
0.2909,0.3273,0.4439,1.6487,0.1280,2,11,0.4149,5,2.2715
0.2909,0.3455,0.4122,1.7121,0.1293,2,12,0.3512,5,2.2802
0.2909,0.3636,0.3805,1.7755,0.1307,2,13,0.2907,5,2.2911
0.2909,0.3818,0.3488,1.8389,0.1321,2,13,0.2361,6,2.3041
0.2909,0.4000,0.3171,1.9023,0.1335,2,16,0.1924,6,2.3127
0.2909,0.4182,0.2853,1.9657,0.1349,2,16,0.1685,6,2.3001
0.2909,0.4364,0.2536,2.0291,0.1365,2,16,0.1725,4,2.2896
0.2909,0.4545,0.2219,2.0925,0.1384,2,16,0.1899,4,2.2813
0.2909,0.4727,0.1902,2.1559,0.1407,3,16,0.1195,4,2.2751
0.2909,0.4909,0.1585,2.2194,0.1435,2,17,0.0507,4,2.2711
0.2909,0.5091,0.1268,2.2828,0.1468,2,17,0.0301,5,2.2694
0.2909,0.5273,0.0951,2.3462,0.1505,2,17,0.0964,6,2.2699
0.2909,0.5455,0.0634,2.4096,0.1546,3,16,0.1665,6,2.2725
0.2909,0.5636,0.0317,2.4730,0.1590,3,14,0.2371,6,2.2774
0.2909,0.5818,-0.0000,2.5364,0.1634,3,14,0.3079,5,2.2845
0.2909,0.6000,-0.0317,2.5998,0.1676,3,14,0.3786,5,2.2937
0.2909,0.6182,-0.0634,2.6632,0.1714,3,15,0.4495,5,2.3051
0.2909,0.6364,-0.0951,2.7266,0.1746,3,14,0.5203,6,2.3127
0.2909,0.6545,-0.1268,2.7900,0.1770,3,15,0.5912,6,2.2984
0.2909,0.6727,-0.1585,2.8535,0.1786,4,15,0.5949,6,2.2863
0.2909,0.6909,-0.1902,2.9169,0.1793,4,16,0.5608,6,2.2763
0.2909,0.7091,-0.2219,2.9803,0.1792,4,16,0.5341,4,2.2685
0.2909,0.7273,-0.2536,3.0437,0.1784,4,18,0.5157,4,2.2628
0.2909,0.7455,-0.2853,3.1071,0.1772,4,18,0.5067,4,2.2594
0.2909,0.7636,-0.3171,3.1705,0.1756,3,18,0.4790,4,2.2582
0.2909,0.7818,-0.3488,3.2339,0.1739,4,18,0.4283,5,2.2592
0.2909,0.8000,-0.3805,3.2973,0.1724,4,19,0.3842,6,2.2625
0.2909,0.8182,-0.4122,3.3607,0.1709,3,18,0.3490,6,2.2679
0.2909,0.8364,-0.4439,3.4241,0.1699,3,18,0.3256,6,2.2756
0.2909,0.8545,-0.4756,3.4876,0.1692,3,17,0.3167,6,2.2854
0.2909,0.8727,-0.5073,3.5510,0.1685,3,15,0.3234,6,2.2974
0.2909,0.8909,-0.5390,3.6144,0.1678,3,16,0.3449,4,2.3114
0.2909,0.9091,-0.5707,3.6778,0.1668,3,16,0.3787,4,2.3061
0.2909,0.9273,-0.6024,3.7412,0.1655,3,16,0.4218,4,2.2946
0.2909,0.9455,-0.6341,3.8046,0.1637,3,15,0.4668,4,2.2852
0.2909,0.9636,-0.6658,3.8680,0.1614,3,15,0.4788,5,2.2779
0.2909,0.9818,-0.6975,3.9314,0.1584,3,13,0.5006,6,2.2728
0.3091,0.0000,1.0780,0.5390,0.1486,2,12,0.4703,5,2.2803
0.3091,0.0182,1.0463,0.6024,0.1450,2,11,0.4185,6,2.2796
0.3091,0.0364,1.0146,0.6658,0.1412,2,12,0.3629,5,2.2812
0.3091,0.0545,0.9829,0.7292,0.1373,2,13,0.3136,5,2.2850
0.3091,0.0727,0.9512,0.7926,0.1335,1,13,0.2739,5,2.2909
0.3091,0.0909,0.9194,0.8560,0.1299,1,14,0.2486,5,2.2990
0.3091,0.1091,0.8877,0.9194,0.1266,1,13,0.2420,4,2.3093
0.3091,0.1273,0.8560,0.9829,0.1239,1,14,0.2404,3,2.3158
0.3091,0.1455,0.8243,1.0463,0.1217,1,15,0.1773,4,2.3005
0.3091,0.1636,0.7926,1.1097,0.1203,0,14,0.1229,4,2.2873
0.3091,0.1818,0.7609,1.1731,0.1197,0,14,0.0940,5,2.2762
0.3091,0.2000,0.7292,1.2365,0.1196,0,14,0.1124,6,2.2672
0.3091,0.2182,0.6975,1.2999,0.1202,2,14,0.1627,6,2.2605
0.3091,0.2364,0.6658,1.3633,0.1213,2,13,0.2244,6,2.2559
0.3091,0.2545,0.6341,1.4267,0.1228,2,13,0.2903,5,2.2536
0.3091,0.2727,0.6024,1.4901,0.1248,2,13,0.3582,4,2.2535
0.3091,0.2909,0.5707,1.5535,0.1269,2,13,0.4246,4,2.2556
0.3091,0.3091,0.5390,1.6170,0.1292,1,12,0.4542,4,2.2600
0.3091,0.3273,0.5073,1.6804,0.1314,2,11,0.4481,5,2.2666
0.3091,0.3455,0.4756,1.7438,0.1337,2,12,0.3898,5,2.2753
0.3091,0.3636,0.4439,1.8072,0.1359,2,12,0.3364,5,2.2863
0.3091,0.3818,0.4122,1.8706,0.1379,2,14,0.2905,6,2.2993
0.3091,0.4000,0.3805,1.9340,0.1398,2,15,0.2563,5,2.3145
0.3091,0.4182,0.3488,1.9974,0.1416,2,16,0.2388,5,2.3103
0.3091,0.4364,0.3171,2.0608,0.1433,2,16,0.2417,5,2.2998
0.3091,0.4545,0.2853,2.1242,0.1452,2,17,0.2090,4,2.2915
0.3091,0.4727,0.2536,2.1876,0.1473,3,17,0.1481,4,2.2854
0.3091,0.4909,0.2219,2.2511,0.1498,3,17,0.1010,4,2.2814
0.3091,0.5091,0.1902,2.3145,0.1527,2,17,0.0924,5,2.2797
0.3091,0.5273,0.1585,2.3779,0.1560,2,17,0.1301,6,2.2802
0.3091,0.5455,0.1268,2.4413,0.1597,4,17,0.1881,6,2.2828
0.3091,0.5636,0.0951,2.5047,0.1636,3,17,0.2527,6,2.2877
0.3091,0.5818,0.0634,2.5681,0.1677,3,15,0.3200,6,2.2947
0.3091,0.6000,0.0317,2.6315,0.1716,3,16,0.3886,5,2.3039
0.3091,0.6182,-0.0000,2.6949,0.1750,3,16,0.4579,5,2.3152
0.3091,0.6364,-0.0317,2.7583,0.1780,3,15,0.5276,5,2.3079
0.3091,0.6545,-0.0634,2.8217,0.1801,4,15,0.5976,6,2.2936
0.3091,0.6727,-0.0951,2.8852,0.1814,4,15,0.6562,6,2.2814
0.3091,0.6909,-0.1268,2.9486,0.1817,4,15,0.6255,6,2.2714
0.3091,0.7091,-0.1585,3.0120,0.1811,4,16,0.6016,5,2.2636
0.3091,0.7273,-0.1902,3.0754,0.1798,4,17,0.5582,4,2.2579
0.3091,0.7455,-0.2219,3.1388,0.1778,4,18,0.4955,4,2.2545
0.3091,0.7636,-0.2536,3.2022,0.1755,3,18,0.4354,4,2.2533
0.3091,0.7818,-0.2853,3.2656,0.1730,3,18,0.3790,6,2.2543
0.3091,0.8000,-0.3171,3.3290,0.1705,4,18,0.3282,6,2.2575
0.3091,0.8182,-0.3488,3.3924,0.1681,3,18,0.2862,6,2.2630
0.3091,0.8364,-0.3805,3.4558,0.1660,2,17,0.2572,6,2.2707
0.3091,0.8545,-0.4122,3.5193,0.1644,3,17,0.2458,6,2.2805
0.3091,0.8727,-0.4439,3.5827,0.1630,2,17,0.2544,6,2.2925
0.3091,0.8909,-0.4756,3.6461,0.1616,2,17,0.2813,4,2.3066
0.3091,0.9091,-0.5073,3.7095,0.1603,3,15,0.3218,4,2.3163
0.3091,0.9273,-0.5390,3.7729,0.1587,3,15,0.3715,4,2.3048
0.3091,0.9455,-0.5707,3.8363,0.1568,3,14,0.3963,5,2.2954
0.3091,0.9636,-0.6024,3.8997,0.1545,3,13,0.4103,5,2.2882
0.3091,0.9818,-0.6341,3.9631,0.1518,2,13,0.4356,5,2.2831
0.3273,0.0000,1.1414,0.5707,0.1423,2,13,0.4127,5,2.2927
0.3273,0.0182,1.1097,0.6341,0.1393,2,11,0.4603,5,2.2921
0.3273,0.0364,1.0780,0.6975,0.1361,2,12,0.4135,4,2.2937
0.3273,0.0545,1.0463,0.7609,0.1328,2,13,0.3710,5,2.2974
0.3273,0.0727,1.0146,0.8243,0.1296,1,13,0.3381,5,2.3033
0.3273,0.0909,0.9829,0.8877,0.1266,1,14,0.3179,5,2.3114
0.3273,0.1091,0.9512,0.9512,0.1239,1,14,0.3125,4,2.3216
0.3273,0.1273,0.9194,1.0146,0.1217,1,14,0.2576,4,2.3132
0.3273,0.1455,0.8877,1.0780,0.1200,1,14,0.2124,3,2.2979
0.3273,0.1636,0.8560,1.1414,0.1190,0,14,0.1828,4,2.2846
0.3273,0.1818,0.8243,1.2048,0.1186,0,14,0.1647,5,2.2735
0.3273,0.2000,0.7926,1.2682,0.1191,0,14,0.1759,6,2.2645
0.3273,0.2182,0.7609,1.3316,0.1202,1,14,0.2116,5,2.2578
0.3273,0.2364,0.7292,1.3950,0.1219,1,14,0.2620,5,2.2532
0.3273,0.2545,0.6975,1.4584,0.1242,1,13,0.3203,4,2.2509
0.3273,0.2727,0.6658,1.5218,0.1268,1,13,0.3361,4,2.2508
0.3273,0.2909,0.6341,1.5853,0.1298,1,13,0.3590,4,2.2529
0.3273,0.3091,0.6024,1.6487,0.1328,2,13,0.3935,5,2.2573
0.3273,0.3273,0.5707,1.7121,0.1359,2,11,0.4369,5,2.2639
0.3273,0.3455,0.5390,1.7755,0.1389,2,11,0.4366,5,2.2727
0.3273,0.3636,0.5073,1.8389,0.1418,2,13,0.3896,4,2.2836
0.3273,0.3818,0.4756,1.9023,0.1444,2,13,0.3508,5,2.2967
0.3273,0.4000,0.4439,1.9657,0.1466,2,13,0.3230,5,2.3119
0.3273,0.4182,0.4122,2.0291,0.1487,2,15,0.3093,5,2.3226
0.3273,0.4364,0.3805,2.0925,0.1505,2,17,0.3053,5,2.3122
0.3273,0.4545,0.3488,2.1559,0.1523,2,17,0.2478,4,2.3039
0.3273,0.4727,0.3171,2.2194,0.1541,2,17,0.1990,4,2.2978
0.3273,0.4909,0.2853,2.2828,0.1561,3,17,0.1670,4,2.2939
0.3273,0.5091,0.2536,2.3462,0.1584,2,17,0.1620,5,2.2922
0.3273,0.5273,0.2219,2.4096,0.1611,2,17,0.1861,5,2.2926
0.3273,0.5455,0.1902,2.4730,0.1642,4,17,0.2304,6,2.2953
0.3273,0.5636,0.1585,2.5364,0.1676,4,18,0.2856,6,2.3001
0.3273,0.5818,0.1268,2.5998,0.1711,3,18,0.3466,6,2.3071
0.3273,0.6000,0.0951,2.6632,0.1744,3,18,0.4107,5,2.3162
0.3273,0.6182,0.0634,2.7266,0.1774,3,17,0.4768,5,2.3216
0.3273,0.6364,0.0317,2.7900,0.1799,4,15,0.5441,5,2.3053
0.3273,0.6545,-0.0000,2.8535,0.1817,4,15,0.6122,6,2.2910
0.3273,0.6727,-0.0317,2.9169,0.1825,4,15,0.6809,6,2.2788
0.3273,0.6909,-0.0634,2.9803,0.1824,4,15,0.6663,5,2.2687
0.3273,0.7091,-0.0951,3.0437,0.1814,4,15,0.5982,5,2.2609
0.3273,0.7273,-0.1268,3.1071,0.1796,4,16,0.5308,5,2.2552
0.3273,0.7455,-0.1585,3.1705,0.1770,3,17,0.4644,4,2.2518
0.3273,0.7636,-0.1902,3.2339,0.1740,3,18,0.3997,5,2.2506
0.3273,0.7818,-0.2219,3.2973,0.1707,3,17,0.3373,5,2.2516
0.3273,0.8000,-0.2536,3.3607,0.1674,4,18,0.2791,6,2.2548
0.3273,0.8182,-0.2853,3.4241,0.1643,4,17,0.2282,6,2.2603
0.3273,0.8364,-0.3171,3.4876,0.1614,2,17,0.1906,6,2.2680
0.3273,0.8545,-0.3488,3.5510,0.1589,2,17,0.1749,6,2.2779
0.3273,0.8727,-0.3805,3.6144,0.1568,3,17,0.1869,5,2.2899
0.3273,0.8909,-0.4122,3.6778,0.1550,2,17,0.2220,4,2.3040
0.3273,0.9091,-0.4439,3.7412,0.1533,2,17,0.2715,4,2.3202
0.3273,0.9273,-0.4756,3.8046,0.1515,2,16,0.3240,4,2.3171
0.3273,0.9455,-0.5073,3.8680,0.1496,2,14,0.3259,5,2.3078
0.3273,0.9636,-0.5390,3.9314,0.1475,2,13,0.3429,5,2.3006
0.3273,0.9818,-0.5707,3.9948,0.1451,2,13,0.3727,5,2.2956
0.3455,0.0000,1.2048,0.6024,0.1364,2,12,0.3600,5,2.2986
0.3455,0.0182,1.1731,0.6658,0.1341,2,12,0.4136,5,2.2980
0.3455,0.0364,1.1414,0.7292,0.1317,2,11,0.4694,4,2.2995
0.3455,0.0545,1.1097,0.7926,0.1292,1,13,0.4324,5,2.3033
0.3455,0.0727,1.0780,0.8560,0.1268,1,13,0.4046,5,2.3092
0.3455,0.0909,1.0463,0.9194,0.1245,2,12,0.3444,5,2.3172
0.3455,0.1091,1.0146,0.9829,0.1225,2,13,0.2779,4,2.3274
0.3455,0.1273,0.9829,1.0463,0.1209,2,14,0.2144,4,2.3127
0.3455,0.1455,0.9512,1.1097,0.1198,0,14,0.1574,3,2.2974
0.3455,0.1636,0.9194,1.1731,0.1193,0,14,0.1166,4,2.2841
0.3455,0.1818,0.8877,1.2365,0.1194,0,14,0.1117,4,2.2730
0.3455,0.2000,0.8560,1.2999,0.1202,0,14,0.1463,5,2.2641
0.3455,0.2182,0.8243,1.3633,0.1217,1,15,0.2010,5,2.2573
0.3455,0.2364,0.7926,1.4267,0.1239,1,14,0.2635,4,2.2528
0.3455,0.2545,0.7609,1.4901,0.1268,1,14,0.2563,5,2.2504
0.3455,0.2727,0.7292,1.5535,0.1300,1,14,0.2675,5,2.2503
0.3455,0.2909,0.6975,1.6170,0.1336,1,13,0.2958,5,2.2525
0.3455,0.3091,0.6658,1.6804,0.1373,2,13,0.3369,5,2.2568
0.3455,0.3273,0.6341,1.7438,0.1411,2,12,0.3867,5,2.2634
0.3455,0.3455,0.6024,1.8072,0.1447,2,11,0.4423,4,2.2722
0.3455,0.3636,0.5707,1.8706,0.1481,2,13,0.4478,4,2.2831
0.3455,0.3818,0.5390,1.9340,0.1511,2,13,0.4145,5,2.2962
0.3455,0.4000,0.5073,1.9974,0.1537,2,13,0.3913,5,2.3114
0.3455,0.4182,0.4756,2.0608,0.1559,3,15,0.3800,5,2.3283
0.3455,0.4364,0.4439,2.1242,0.1577,3,15,0.3478,5,2.3180
0.3455,0.4545,0.4122,2.1876,0.1592,2,16,0.2985,4,2.3097
0.3455,0.4727,0.3805,2.2511,0.1607,2,18,0.2595,4,2.3037
0.3455,0.4909,0.3488,2.3145,0.1622,3,17,0.2359,4,2.2997
0.3455,0.5091,0.3171,2.3779,0.1638,2,17,0.2324,5,2.2980
0.3455,0.5273,0.2853,2.4413,0.1657,3,17,0.2498,5,2.2985
0.3455,0.5455,0.2536,2.5047,0.1680,4,18,0.2843,5,2.3011
0.3455,0.5636,0.2219,2.5681,0.1706,4,18,0.3306,6,2.3059
0.3455,0.5818,0.1902,2.6315,0.1733,3,18,0.3845,6,2.3129
0.3455,0.6000,0.1585,2.6949,0.1760,3,18,0.4432,6,2.3220
0.3455,0.6182,0.1268,2.7583,0.1784,4,18,0.5051,5,2.3212
0.3455,0.6364,0.0951,2.8217,0.1803,4,16,0.5690,5,2.3048
0.3455,0.6545,0.0634,2.8852,0.1816,4,16,0.6211,5,2.2905
0.3455,0.6727,0.0317,2.9486,0.1820,4,15,0.6464,6,2.2783
0.3455,0.6909,-0.0000,3.0120,0.1815,4,15,0.6513,5,2.2683
0.3455,0.7091,-0.0317,3.0754,0.1801,4,15,0.5814,5,2.2604
0.3455,0.7273,-0.0634,3.1388,0.1778,3,15,0.5118,5,2.2547
0.3455,0.7455,-0.0951,3.2022,0.1748,3,16,0.4427,5,2.2513
0.3455,0.7636,-0.1268,3.2656,0.1712,3,17,0.3741,5,2.2501
0.3455,0.7818,-0.1585,3.3290,0.1674,3,16,0.3066,5,2.2511
0.3455,0.8000,-0.1902,3.3924,0.1635,3,16,0.2411,6,2.2544
0.3455,0.8182,-0.2219,3.4558,0.1597,4,17,0.1798,6,2.2598
0.3455,0.8364,-0.2536,3.5193,0.1562,2,17,0.1286,5,2.2675
0.3455,0.8545,-0.2853,3.5827,0.1531,2,17,0.1041,5,2.2774
0.3455,0.8727,-0.3171,3.6461,0.1504,3,17,0.1231,5,2.2894
0.3455,0.8909,-0.3488,3.7095,0.1482,3,17,0.1719,4,2.3035
0.3455,0.9091,-0.3805,3.7729,0.1462,2,17,0.2323,4,2.3198
0.3455,0.9273,-0.4122,3.8363,0.1443,2,16,0.2534,4,2.3229
0.3455,0.9455,-0.4439,3.8997,0.1425,2,15,0.2559,5,2.3136
0.3455,0.9636,-0.4756,3.9631,0.1406,2,14,0.2771,5,2.3064
0.3455,0.9818,-0.5073,4.0265,0.1386,2,13,0.3133,5,2.3014
0.3636,0.0000,1.2682,0.6341,0.1313,2,12,0.3145,5,2.2853
0.3636,0.0182,1.2365,0.6975,0.1297,2,12,0.3747,6,2.2846
0.3636,0.0364,1.2048,0.7609,0.1282,2,11,0.4381,5,2.2862
0.3636,0.0545,1.1731,0.8243,0.1267,2,10,0.4702,5,2.2899
0.3636,0.0727,1.1414,0.8877,0.1251,2,13,0.3995,5,2.2959
0.3636,0.0909,1.1097,0.9512,0.1237,2,13,0.3290,4,2.3040
0.3636,0.1091,1.0780,1.0146,0.1225,2,14,0.2587,4,2.3142
0.3636,0.1273,1.0463,1.0780,0.1217,2,15,0.1888,4,2.3145
0.3636,0.1455,1.0146,1.1414,0.1212,1,14,0.1202,6,2.2991
0.3636,0.1636,0.9829,1.2048,0.1212,1,14,0.0572,5,2.2859
0.3636,0.1818,0.9512,1.2682,0.1218,1,14,0.0464,5,2.2748
0.3636,0.2000,0.9194,1.3316,0.1229,0,15,0.1053,5,2.2658
0.3636,0.2182,0.8877,1.3950,0.1248,1,14,0.1734,6,2.2591
0.3636,0.2364,0.8560,1.4584,0.1273,1,14,0.1964,5,2.2545
0.3636,0.2545,0.8243,1.5218,0.1305,1,14,0.1855,5,2.2522
0.3636,0.2727,0.7926,1.5853,0.1342,1,14,0.2007,4,2.2521
0.3636,0.2909,0.7609,1.6487,0.1382,2,13,0.2371,5,2.2542
0.3636,0.3091,0.7292,1.7121,0.1424,2,13,0.2867,5,2.2586
0.3636,0.3273,0.6975,1.7755,0.1467,2,12,0.3438,5,2.2652
0.3636,0.3455,0.6658,1.8389,0.1508,2,13,0.4053,5,2.2739
0.3636,0.3636,0.6341,1.9023,0.1546,3,12,0.4695,5,2.2849
0.3636,0.3818,0.6024,1.9657,0.1579,3,13,0.4802,6,2.2979
0.3636,0.4000,0.5707,2.0291,0.1607,3,14,0.4603,5,2.3131
0.3636,0.4182,0.5390,2.0925,0.1629,3,15,0.4479,5,2.3152
0.3636,0.4364,0.5073,2.1559,0.1646,3,15,0.3984,5,2.3047
0.3636,0.4545,0.4756,2.2194,0.1658,3,15,0.3563,4,2.2965
0.3636,0.4727,0.4439,2.2828,0.1668,3,15,0.3243,4,2.2903
0.3636,0.4909,0.4122,2.3462,0.1677,3,17,0.3057,4,2.2864
0.3636,0.5091,0.3805,2.4096,0.1685,3,17,0.3030,5,2.2847
0.3636,0.5273,0.3488,2.4730,0.1695,3,18,0.3165,5,2.2851
0.3636,0.5455,0.3171,2.5364,0.1709,3,18,0.3444,5,2.2878
0.3636,0.5636,0.2853,2.5998,0.1725,4,17,0.3836,5,2.2926
0.3636,0.5818,0.2536,2.6632,0.1743,3,18,0.4309,5,2.2997
0.3636,0.6000,0.2219,2.7266,0.1762,3,18,0.4840,6,2.3088
0.3636,0.6182,0.1902,2.7900,0.1778,4,18,0.5227,5,2.3201
0.3636,0.6364,0.1585,2.8535,0.1791,4,17,0.5339,5,2.3065
0.3636,0.6545,0.1268,2.9169,0.1798,4,16,0.5541,5,2.2922
0.3636,0.6727,0.0951,2.9803,0.1798,4,16,0.5822,5,2.2800
0.3636,0.6909,0.0634,3.0437,0.1790,4,15,0.6172,5,2.2700
0.3636,0.7091,0.0317,3.1071,0.1772,3,15,0.5730,5,2.2622
0.3636,0.7273,-0.0000,3.1705,0.1746,3,14,0.5023,6,2.2565
0.3636,0.7455,-0.0317,3.2339,0.1713,3,15,0.4315,6,2.2531
0.3636,0.7636,-0.0634,3.2973,0.1675,3,14,0.3609,5,2.2519
0.3636,0.7818,-0.0951,3.3607,0.1632,3,14,0.2904,5,2.2529
0.3636,0.8000,-0.1268,3.4241,0.1588,3,14,0.2201,4,2.2561
0.3636,0.8182,-0.1585,3.4876,0.1546,2,17,0.1504,5,2.2616
0.3636,0.8364,-0.1902,3.5510,0.1507,2,17,0.0827,5,2.2693
0.3636,0.8545,-0.2219,3.6144,0.1471,2,17,0.0334,5,2.2791
0.3636,0.8727,-0.2536,3.6778,0.1440,3,18,0.0738,5,2.2911
0.3636,0.8909,-0.2853,3.7412,0.1414,3,16,0.1408,4,2.3053
0.3636,0.9091,-0.3171,3.8046,0.1392,2,16,0.2056,4,2.3212
0.3636,0.9273,-0.3488,3.8680,0.1374,2,16,0.1830,4,2.3097
0.3636,0.9455,-0.3805,3.9314,0.1358,2,16,0.1865,5,2.3003
0.3636,0.9636,-0.4122,3.9948,0.1343,2,15,0.2147,5,2.2931
0.3636,0.9818,-0.4439,4.0582,0.1328,2,13,0.2598,5,2.2881
0.3818,0.0000,1.3316,0.6658,0.1271,2,13,0.2797,6,2.2741
0.3818,0.0182,1.2999,0.7292,0.1264,2,12,0.3460,5,2.2734
0.3818,0.0364,1.2682,0.7926,0.1259,2,12,0.4138,5,2.2750
0.3818,0.0545,1.2365,0.8560,0.1253,2,11,0.4699,5,2.2788
0.3818,0.0727,1.2048,0.9194,0.1248,2,13,0.3992,4,2.2847
0.3818,0.0909,1.1731,0.9829,0.1243,2,13,0.3286,4,2.2929
0.3818,0.1091,1.1414,1.0463,0.1240,2,13,0.2582,4,2.3032
0.3818,0.1273,1.1097,1.1097,0.1239,1,14,0.1881,5,2.3156
0.3818,0.1455,1.0780,1.1731,0.1241,1,15,0.1191,6,2.3030
0.3818,0.1636,1.0463,1.2365,0.1247,1,15,0.0548,6,2.2898
0.3818,0.1818,1.0146,1.2999,0.1256,2,15,0.0434,5,2.2787
0.3818,0.2000,0.9829,1.3633,0.1271,1,15,0.1040,5,2.2698
0.3818,0.2182,0.9512,1.4267,0.1292,1,15,0.1726,4,2.2630
0.3818,0.2364,0.9194,1.4901,0.1319,1,14,0.1316,5,2.2585
0.3818,0.2545,0.8877,1.5535,0.1352,1,14,0.1146,5,2.2562
0.3818,0.2727,0.8560,1.6170,0.1392,1,14,0.1379,6,2.2561
0.3818,0.2909,0.8243,1.6804,0.1434,2,14,0.1869,5,2.2582
0.3818,0.3091,0.7926,1.7438,0.1478,2,14,0.2468,5,2.2626
0.3818,0.3273,0.7609,1.8072,0.1524,3,13,0.3114,5,2.2691
0.3818,0.3455,0.7292,1.8706,0.1568,3,14,0.3782,5,2.2779
0.3818,0.3636,0.6975,1.9340,0.1608,3,13,0.4463,5,2.2888
0.3818,0.3818,0.6658,1.9974,0.1642,3,14,0.5151,6,2.3019
0.3818,0.4000,0.6341,2.0608,0.1671,3,15,0.5298,6,2.3167
0.3818,0.4182,0.6024,2.1242,0.1692,3,15,0.4985,5,2.3041
0.3818,0.4364,0.5707,2.1876,0.1707,3,15,0.4545,5,2.2936
0.3818,0.4545,0.5390,2.2511,0.1716,3,16,0.4181,4,2.2853
0.3818,0.4727,0.5073,2.3145,0.1721,3,16,0.3912,4,2.2792
0.3818,0.4909,0.4756,2.3779,0.1722,3,17,0.3759,4,2.2752
0.3818,0.5091,0.4439,2.4413,0.1722,3,17,0.3737,4,2.2735
0.3818,0.5273,0.4122,2.5047,0.1723,2,18,0.3847,5,2.2739
0.3818,0.5455,0.3805,2.5681,0.1725,3,17,0.4080,5,2.2766
0.3818,0.5636,0.3488,2.6315,0.1732,3,17,0.4415,5,2.2815
0.3818,0.5818,0.3171,2.6949,0.1740,4,17,0.4592,5,2.2885
0.3818,0.6000,0.2853,2.7583,0.1750,3,17,0.4501,5,2.2977
0.3818,0.6182,0.2536,2.8217,0.1758,4,17,0.4521,5,2.3091
0.3818,0.6364,0.2219,2.8852,0.1765,4,17,0.4651,5,2.3104
0.3818,0.6545,0.1902,2.9486,0.1766,4,16,0.4881,6,2.2961
0.3818,0.6727,0.1585,3.0120,0.1762,4,15,0.5198,5,2.2840
0.3818,0.6909,0.1268,3.0754,0.1750,3,15,0.5588,6,2.2740
0.3818,0.7091,0.0951,3.1388,0.1730,3,14,0.5733,6,2.2661
0.3818,0.7273,0.0634,3.2022,0.1702,3,14,0.5026,7,2.2605
0.3818,0.7455,0.0317,3.2656,0.1667,3,14,0.4319,6,2.2571
0.3818,0.7636,-0.0000,3.3290,0.1627,3,14,0.3614,4,2.2558
0.3818,0.7818,-0.0317,3.3924,0.1583,3,14,0.2910,4,2.2569
0.3818,0.8000,-0.0634,3.4558,0.1537,3,14,0.2209,4,2.2601
0.3818,0.8182,-0.0951,3.5193,0.1492,2,15,0.1515,4,2.2656
0.3818,0.8364,-0.1268,3.5827,0.1450,1,16,0.0847,5,2.2732
0.3818,0.8545,-0.1585,3.6461,0.1412,2,15,0.0382,5,2.2831
0.3818,0.8727,-0.1902,3.7095,0.1378,2,16,0.0761,5,2.2951
0.3818,0.8909,-0.2219,3.7729,0.1351,3,15,0.1420,4,2.3092
0.3818,0.9091,-0.2536,3.8363,0.1329,2,16,0.1470,4,2.3101
0.3818,0.9273,-0.2853,3.8997,0.1312,2,16,0.1133,4,2.2986
0.3818,0.9455,-0.3171,3.9631,0.1299,2,16,0.1188,5,2.2892
0.3818,0.9636,-0.3488,4.0265,0.1288,2,14,0.1595,5,2.2820
0.3818,0.9818,-0.3805,4.0899,0.1279,2,12,0.2164,6,2.2769
0.4000,0.0000,1.3950,0.6975,0.1242,2,13,0.2601,6,2.2650
0.4000,0.0182,1.3633,0.7609,0.1244,2,13,0.3304,5,2.2644
0.4000,0.0364,1.3316,0.8243,0.1248,2,12,0.4008,5,2.2659
0.4000,0.0545,1.2999,0.8877,0.1253,2,12,0.4714,4,2.2697
