u,w,shift_x,shift_y,align,n_on_top,n_clash,min_r_Hf_Sr,O_O_stack,d_min
0.5091,0.2364,1.3633,1.7121,0.1727,4,17,0.3873,4,2.2747
0.5091,0.2545,1.3316,1.7755,0.1726,4,17,0.3818,4,2.2724
0.5091,0.2727,1.2999,1.8389,0.1726,4,18,0.3895,5,2.2723
0.5091,0.2909,1.2682,1.9023,0.1726,3,18,0.4094,5,2.2745
0.5091,0.3091,1.2365,1.9657,0.1730,3,18,0.4400,5,2.2788
0.5091,0.3273,1.2048,2.0291,0.1737,4,17,0.4545,5,2.2853
0.5091,0.3455,1.1731,2.0925,0.1745,3,17,0.4425,5,2.2940
0.5091,0.3636,1.1414,2.1559,0.1753,4,17,0.4417,5,2.3048
0.5091,0.3818,1.1097,2.2194,0.1759,4,17,0.4522,5,2.3150
0.5091,0.4000,1.0780,2.2828,0.1761,4,16,0.4732,5,2.3002
0.5091,0.4182,1.0463,2.3462,0.1758,4,15,0.5034,5,2.2875
0.5091,0.4364,1.0146,2.4096,0.1748,3,15,0.5412,5,2.2769
0.5091,0.4545,0.9829,2.4730,0.1729,3,14,0.5852,6,2.2685
0.5091,0.4727,0.9512,2.5364,0.1703,3,14,0.5210,6,2.2623
0.5091,0.4909,0.9194,2.5998,0.1670,3,14,0.4504,6,2.2584
0.5091,0.5091,0.8877,2.6632,0.1631,3,14,0.3800,5,2.2566
0.5091,0.5273,0.8560,2.7266,0.1587,3,14,0.3098,4,2.2571
0.5091,0.5455,0.8243,2.7900,0.1542,3,14,0.2399,4,2.2598
0.5091,0.5636,0.7926,2.8535,0.1496,2,15,0.1709,4,2.2647
0.5091,0.5818,0.7609,2.9169,0.1453,1,15,0.1045,5,2.2718
0.5091,0.6000,0.7292,2.9803,0.1414,1,15,0.0519,5,2.2811
0.5091,0.6182,0.6975,3.0437,0.1379,2,15,0.0672,5,2.2925
0.5091,0.6364,0.6658,3.1071,0.1350,3,15,0.1280,4,2.3061
0.5091,0.6545,0.6341,3.1705,0.1327,2,15,0.1533,4,2.3121
0.5091,0.6727,0.6024,3.2339,0.1309,2,15,0.1106,4,2.3001
0.5091,0.6909,0.5707,3.2973,0.1295,2,15,0.1048,5,2.2901
0.5091,0.7091,0.5390,3.3607,0.1284,2,14,0.1407,5,2.2823
0.5091,0.7273,0.5073,3.4241,0.1276,2,12,0.1966,6,2.2767
0.5091,0.7455,0.4756,3.4876,0.1268,2,13,0.2600,6,2.2733
0.5091,0.7636,0.4439,3.5510,0.1262,2,13,0.3264,6,2.2721
0.5091,0.7818,0.4122,3.6144,0.1258,2,12,0.3944,5,2.2731
0.5091,0.8000,0.3805,3.6778,0.1253,2,11,0.4633,5,2.2764
0.5091,0.8182,0.3488,3.7412,0.1249,2,12,0.4177,5,2.2818
0.5091,0.8364,0.3171,3.8046,0.1246,2,13,0.3472,4,2.2894
0.5091,0.8545,0.2853,3.8680,0.1243,2,13,0.2770,4,2.2992
0.5091,0.8727,0.2536,3.9314,0.1243,1,14,0.2072,5,2.3111
0.5091,0.8909,0.2219,3.9948,0.1245,1,15,0.1386,6,2.3073
0.5091,0.9091,0.1902,4.0582,0.1250,2,15,0.0743,6,2.2936
0.5091,0.9273,0.1585,4.1217,0.1259,2,15,0.0436,5,2.2819
0.5091,0.9455,0.1268,4.1851,0.1273,2,15,0.0912,5,2.2725
0.5091,0.9636,0.0951,4.2485,0.1292,2,15,0.1575,4,2.2652
0.5091,0.9818,0.0634,4.3119,0.1318,1,15,0.1341,5,2.2601
0.5273,0.0000,1.8389,0.9194,0.1406,2,15,0.0366,5,2.2637
0.5273,0.0182,1.8072,0.9829,0.1443,1,16,0.0686,6,2.2630
0.5273,0.0364,1.7755,1.0463,0.1484,2,15,0.1346,6,2.2646
0.5273,0.0545,1.7438,1.1097,0.1528,3,14,0.2039,6,2.2684
0.5273,0.0727,1.7121,1.1731,0.1574,3,13,0.2741,5,2.2744
0.5273,0.0909,1.6804,1.2365,0.1619,3,14,0.3445,5,2.2826
0.5273,0.1091,1.6487,1.2999,0.1660,3,14,0.4151,5,2.2929
0.5273,0.1273,1.6170,1.3633,0.1697,3,14,0.4858,5,2.3054
0.5273,0.1455,1.5853,1.4267,0.1726,3,14,0.5565,6,2.3104
0.5273,0.1636,1.5535,1.4901,0.1748,3,15,0.5713,6,2.2972
0.5273,0.1818,1.5218,1.5535,0.1761,4,15,0.5310,6,2.2861
0.5273,0.2000,1.4901,1.6170,0.1767,4,15,0.4976,4,2.2772
0.5273,0.2182,1.4584,1.6804,0.1767,4,15,0.4726,4,2.2705
0.5273,0.2364,1.4267,1.7438,0.1761,4,18,0.4573,4,2.2660
0.5273,0.2545,1.3950,1.8072,0.1753,4,18,0.4527,4,2.2637
0.5273,0.2727,1.3633,1.8706,0.1743,3,18,0.4592,5,2.2636
0.5273,0.2909,1.3316,1.9340,0.1734,4,17,0.4481,5,2.2657
0.5273,0.3091,1.2999,1.9974,0.1726,3,17,0.4122,5,2.2700
0.5273,0.3273,1.2682,2.0608,0.1722,3,18,0.3862,6,2.2766
0.5273,0.3455,1.2365,2.1242,0.1721,2,17,0.3720,6,2.2853
0.5273,0.3636,1.2048,2.1876,0.1721,3,17,0.3711,6,2.2962
0.5273,0.3818,1.1731,2.2511,0.1719,3,16,0.3835,5,2.3092
0.5273,0.4000,1.1414,2.3145,0.1715,3,16,0.4080,5,2.3065
0.5273,0.4182,1.1097,2.3779,0.1707,3,16,0.4426,4,2.2939
0.5273,0.4364,1.0780,2.4413,0.1694,3,15,0.4852,4,2.2833
0.5273,0.4545,1.0463,2.5047,0.1674,3,15,0.5240,4,2.2750
0.5273,0.4727,1.0146,2.5681,0.1647,3,14,0.5321,6,2.2688
0.5273,0.4909,0.9829,2.6315,0.1614,3,13,0.4632,6,2.2648
0.5273,0.5091,0.9512,2.6949,0.1575,3,14,0.3950,6,2.2631
0.5273,0.5273,0.9194,2.7583,0.1532,3,13,0.3280,5,2.2635
0.5273,0.5455,0.8877,2.8217,0.1487,2,14,0.2631,5,2.2662
0.5273,0.5636,0.8560,2.8852,0.1442,2,13,0.2022,4,2.2711
0.5273,0.5818,0.8243,2.9486,0.1399,1,14,0.1503,4,2.2782
0.5273,0.6000,0.7926,3.0120,0.1359,1,14,0.1198,5,2.2875
0.5273,0.6182,0.7609,3.0754,0.1324,1,14,0.1271,5,2.2989
0.5273,0.6364,0.7292,3.1388,0.1295,1,15,0.1674,4,2.3124
0.5273,0.6545,0.6975,3.2022,0.1273,2,15,0.1190,4,2.3035
0.5273,0.6727,0.6658,3.2656,0.1257,1,15,0.0537,4,2.2914
0.5273,0.6909,0.6341,3.3290,0.1247,1,15,0.0405,5,2.2814
0.5273,0.7091,0.6024,3.3924,0.1241,1,15,0.1022,6,2.2736
0.5273,0.7273,0.5707,3.4558,0.1238,1,15,0.1712,6,2.2680
0.5273,0.7455,0.5390,3.5193,0.1239,2,13,0.2413,6,2.2645
0.5273,0.7636,0.5073,3.5827,0.1241,2,13,0.3118,5,2.2633
0.5273,0.7818,0.4756,3.6461,0.1246,2,13,0.3824,5,2.2644
0.5273,0.8000,0.4439,3.7095,0.1252,2,12,0.4531,5,2.2676
0.5273,0.8182,0.4122,3.7729,0.1258,2,11,0.4307,4,2.2730
0.5273,0.8364,0.3805,3.8363,0.1264,2,12,0.3628,4,2.2807
0.5273,0.8545,0.3488,3.8997,0.1271,1,13,0.2963,5,2.2905
0.5273,0.8727,0.3171,3.9631,0.1279,2,12,0.2324,5,2.3024
0.5273,0.8909,0.2853,4.0265,0.1288,2,14,0.1739,6,2.3136
0.5273,0.9091,0.2536,4.0899,0.1298,2,16,0.1287,6,2.2999
0.5273,0.9273,0.2219,4.1534,0.1311,2,16,0.1137,5,2.2883
0.5273,0.9455,0.1902,4.2168,0.1327,2,16,0.1391,4,2.2789
0.5273,0.9636,0.1585,4.2802,0.1348,3,16,0.1574,4,2.2716
0.5273,0.9818,0.1268,4.3436,0.1374,2,15,0.0896,4,2.2666
0.5455,0.0000,1.9023,0.9512,0.1466,2,17,0.0380,5,2.2724
0.5455,0.0182,1.8706,1.0146,0.1500,2,17,0.0694,6,2.2717
0.5455,0.0364,1.8389,1.0780,0.1539,3,17,0.1350,6,2.2733
0.5455,0.0545,1.8072,1.1414,0.1580,3,16,0.2042,6,2.2771
0.5455,0.0727,1.7755,1.2048,0.1624,3,14,0.2743,6,2.2830
0.5455,0.0909,1.7438,1.2682,0.1667,3,14,0.3447,5,2.2912
0.5455,0.1091,1.7121,1.3316,0.1706,3,15,0.4152,5,2.3015
0.5455,0.1273,1.6804,1.3950,0.1741,3,14,0.4859,5,2.3139
0.5455,0.1455,1.6487,1.4584,0.1768,3,15,0.5566,6,2.3039
0.5455,0.1636,1.6170,1.5218,0.1788,4,15,0.6274,6,2.2907
0.5455,0.1818,1.5853,1.5853,0.1798,4,16,0.5926,6,2.2796
0.5455,0.2000,1.5535,1.6487,0.1800,4,15,0.5629,5,2.2707
0.5455,0.2182,1.5218,1.7121,0.1794,4,16,0.5409,4,2.2639
0.5455,0.2364,1.4901,1.7755,0.1782,4,18,0.5276,4,2.2594
0.5455,0.2545,1.4584,1.8389,0.1766,3,18,0.4952,4,2.2571
0.5455,0.2727,1.4267,1.9023,0.1748,3,18,0.4408,5,2.2570
0.5455,0.2909,1.3950,1.9657,0.1729,4,18,0.3916,5,2.2591
0.5455,0.3091,1.3633,2.0291,0.1711,3,18,0.3500,6,2.2635
0.5455,0.3273,1.3316,2.0925,0.1696,3,18,0.3189,6,2.2700
0.5455,0.3455,1.2999,2.1559,0.1685,2,18,0.3016,6,2.2788
0.5455,0.3636,1.2682,2.2194,0.1676,3,17,0.3005,6,2.2897
0.5455,0.3818,1.2365,2.2828,0.1668,3,15,0.3156,6,2.3027
0.5455,0.4000,1.2048,2.3462,0.1658,3,15,0.3450,4,2.3150
0.5455,0.4182,1.1731,2.4096,0.1646,3,15,0.3854,4,2.3024
0.5455,0.4364,1.1414,2.4730,0.1630,3,14,0.4336,4,2.2919
0.5455,0.4545,1.1097,2.5364,0.1609,3,14,0.4540,5,2.2836
0.5455,0.4727,1.0780,2.5998,0.1583,3,13,0.4717,5,2.2775
0.5455,0.4909,1.0463,2.6632,0.1551,3,12,0.4860,6,2.2735
0.5455,0.5091,1.0146,2.7266,0.1514,2,12,0.4216,6,2.2718
0.5455,0.5273,0.9829,2.7900,0.1474,2,12,0.3596,5,2.2722
0.5455,0.5455,0.9512,2.8535,0.1432,2,13,0.3015,5,2.2749
0.5455,0.5636,0.9194,2.9169,0.1390,2,13,0.2501,5,2.2798
0.5455,0.5818,0.8877,2.9803,0.1349,1,14,0.2104,5,2.2868
0.5455,0.6000,0.8560,3.0437,0.1312,1,14,0.1899,4,2.2961
0.5455,0.6182,0.8243,3.1071,0.1279,1,13,0.1946,5,2.3074
0.5455,0.6364,0.7926,3.1705,0.1251,1,14,0.1903,4,2.3113
0.5455,0.6545,0.7609,3.2339,0.1231,1,15,0.1220,4,2.2970
0.5455,0.6727,0.7292,3.2973,0.1219,0,14,0.0599,4,2.2849
0.5455,0.6909,0.6975,3.3607,0.1212,1,14,0.0485,6,2.2749
0.5455,0.7091,0.6658,3.4241,0.1211,1,14,0.1057,6,2.2670
0.5455,0.7273,0.6341,3.4876,0.1215,2,14,0.1733,6,2.2614
0.5455,0.7455,0.6024,3.5510,0.1223,2,14,0.2428,6,2.2580
0.5455,0.7636,0.5707,3.6144,0.1234,2,13,0.3129,5,2.2568
0.5455,0.7818,0.5390,3.6778,0.1248,2,13,0.3833,4,2.2578
0.5455,0.8000,0.5073,3.7412,0.1264,2,12,0.4539,4,2.2610
0.5455,0.8182,0.4756,3.8046,0.1279,2,11,0.4545,4,2.2665
0.5455,0.8364,0.4439,3.8680,0.1295,2,12,0.3908,5,2.2741
0.5455,0.8545,0.4122,3.9314,0.1311,2,12,0.3300,5,2.2840
0.5455,0.8727,0.3805,3.9948,0.1327,2,13,0.2740,5,2.2960
0.5455,0.8909,0.3488,4.0582,0.1342,2,14,0.2266,6,2.3100
0.5455,0.9091,0.3171,4.1217,0.1357,2,16,0.1941,6,2.3085
0.5455,0.9273,0.2853,4.1851,0.1373,2,16,0.1845,5,2.2969
0.5455,0.9455,0.2536,4.2485,0.1391,2,16,0.2011,4,2.2875
0.5455,0.9636,0.2219,4.3119,0.1411,3,16,0.1577,4,2.2803
0.5455,0.9818,0.1902,4.3753,0.1436,3,18,0.0902,4,2.2752
0.5636,0.0000,1.9657,0.9829,0.1527,2,17,0.1077,4,2.2832
0.5636,0.0182,1.9340,1.0463,0.1557,2,17,0.1223,6,2.2826
0.5636,0.0364,1.9023,1.1097,0.1591,4,17,0.1685,6,2.2841
0.5636,0.0545,1.8706,1.1731,0.1628,3,17,0.2277,6,2.2879
0.5636,0.0727,1.8389,1.2365,0.1666,3,16,0.2922,6,2.2938
0.5636,0.0909,1.8072,1.2999,0.1705,3,17,0.3591,5,2.3019
0.5636,0.1091,1.7755,1.3633,0.1741,3,16,0.4273,5,2.3122
0.5636,0.1273,1.7438,1.4267,0.1773,3,15,0.4962,5,2.3150
0.5636,0.1455,1.7121,1.4901,0.1797,4,15,0.5657,6,2.2996
0.5636,0.1636,1.6804,1.5535,0.1813,4,15,0.6354,6,2.2864
0.5636,0.1818,1.6487,1.6170,0.1820,4,15,0.6561,6,2.2753
0.5636,0.2000,1.6170,1.6804,0.1818,4,15,0.6294,5,2.2663
0.5636,0.2182,1.5853,1.7438,0.1807,4,16,0.5831,5,2.2596
0.5636,0.2364,1.5535,1.8072,0.1789,4,17,0.5185,4,2.2550
0.5636,0.2545,1.5218,1.8706,0.1765,3,18,0.4559,4,2.2527
0.5636,0.2727,1.4901,1.9340,0.1739,3,18,0.3961,5,2.2526
0.5636,0.2909,1.4584,1.9974,0.1712,4,17,0.3406,6,2.2548
0.5636,0.3091,1.4267,2.0608,0.1685,4,18,0.2918,6,2.2591
0.5636,0.3273,1.3950,2.1242,0.1661,3,17,0.2537,6,2.2657
0.5636,0.3455,1.3633,2.1876,0.1639,2,17,0.2316,6,2.2745
0.5636,0.3636,1.3316,2.2511,0.1623,3,17,0.2300,6,2.2854
0.5636,0.3818,1.2999,2.3145,0.1607,2,18,0.2495,5,2.2985
0.5636,0.4000,1.2682,2.3779,0.1593,2,17,0.2858,4,2.3136
0.5636,0.4182,1.2365,2.4413,0.1577,2,15,0.3334,4,2.3131
0.5636,0.4364,1.2048,2.5047,0.1560,3,15,0.3762,4,2.3027
0.5636,0.4545,1.1731,2.5681,0.1539,2,13,0.3844,5,2.2944
0.5636,0.4727,1.1414,2.6315,0.1515,2,13,0.4052,5,2.2883
0.5636,0.4909,1.1097,2.6949,0.1486,2,13,0.4365,5,2.2843
0.5636,0.5091,1.0780,2.7583,0.1453,2,11,0.4577,5,2.2826
0.5636,0.5273,1.0463,2.8217,0.1417,2,12,0.4013,5,2.2831
0.5636,0.5455,1.0146,2.8852,0.1380,2,12,0.3502,5,2.2857
0.5636,0.5636,0.9829,2.9486,0.1343,2,13,0.3071,5,2.2906
0.5636,0.5818,0.9512,3.0120,0.1307,1,14,0.2757,5,2.2976
0.5636,0.6000,0.9194,3.0754,0.1274,1,14,0.2604,5,2.3068
0.5636,0.6182,0.8877,3.1388,0.1244,1,13,0.2638,3,2.3181
0.5636,0.6364,0.8560,3.2022,0.1221,1,15,0.2168,3,2.3070
0.5636,0.6545,0.8243,3.2656,0.1204,0,14,0.1601,4,2.2927
0.5636,0.6727,0.7926,3.3290,0.1194,0,14,0.1198,5,2.2806
0.5636,0.6909,0.7609,3.3924,0.1192,0,14,0.1145,5,2.2705
0.5636,0.7091,0.7292,3.4558,0.1196,0,14,0.1481,6,2.2627
0.5636,0.7273,0.6975,3.5193,0.1206,1,14,0.2020,6,2.2570
0.5636,0.7455,0.6658,3.5827,0.1221,2,13,0.2640,6,2.2536
0.5636,0.7636,0.6341,3.6461,0.1241,2,12,0.3297,4,2.2524
0.5636,0.7818,0.6024,3.7095,0.1263,1,13,0.3966,4,2.2534
0.5636,0.8000,0.5707,3.7729,0.1288,1,13,0.4222,4,2.2567
0.5636,0.8182,0.5390,3.8363,0.1312,2,11,0.4574,5,2.2621
0.5636,0.8364,0.5073,3.8997,0.1337,2,11,0.4288,5,2.2698
0.5636,0.8545,0.4756,3.9631,0.1361,2,12,0.3742,5,2.2797
0.5636,0.8727,0.4439,4.0265,0.1384,2,13,0.3259,5,2.2917
0.5636,0.8909,0.4122,4.0899,0.1405,2,14,0.2872,5,2.3058
0.5636,0.9091,0.3805,4.1534,0.1424,2,15,0.2623,5,2.3192
0.5636,0.9273,0.3488,4.2168,0.1442,2,16,0.2553,5,2.3077
0.5636,0.9455,0.3171,4.2802,0.1460,2,16,0.2486,4,2.2983
0.5636,0.9636,0.2853,4.3436,0.1480,2,17,0.1872,4,2.2911
0.5636,0.9818,0.2536,4.4070,0.1501,3,18,0.1352,4,2.2860
0.5818,0.0000,2.0291,1.0146,0.1586,3,17,0.1784,4,2.2962
0.5818,0.0182,1.9974,1.0780,0.1610,2,17,0.1875,5,2.2956
0.5818,0.0364,1.9657,1.1414,0.1638,3,17,0.2204,6,2.2971
0.5818,0.0545,1.9340,1.2048,0.1668,4,18,0.2684,6,2.3008
0.5818,0.0727,1.9023,1.2682,0.1701,3,17,0.3249,6,2.3067
0.5818,0.0909,1.8706,1.3316,0.1734,3,18,0.3862,6,2.3148
0.5818,0.1091,1.8389,1.3950,0.1764,3,17,0.4503,5,2.3250
0.5818,0.1273,1.8072,1.4584,0.1791,4,17,0.5162,5,2.3129
0.5818,0.1455,1.7755,1.5218,0.1811,4,15,0.5833,5,2.2975
0.5818,0.1636,1.7438,1.5853,0.1823,4,15,0.6511,6,2.2843
0.5818,0.1818,1.7121,1.6487,0.1826,4,15,0.6964,6,2.2732
0.5818,0.2000,1.6804,1.7121,0.1819,4,15,0.6275,5,2.2642
0.5818,0.2182,1.6487,1.7755,0.1803,4,15,0.5591,5,2.2574
0.5818,0.2364,1.6170,1.8389,0.1780,3,17,0.4915,4,2.2529
0.5818,0.2545,1.5853,1.9023,0.1751,3,17,0.4249,5,2.2506
0.5818,0.2727,1.5535,1.9657,0.1717,3,18,0.3600,5,2.2505
0.5818,0.2909,1.5218,2.0291,0.1683,3,17,0.2979,6,2.2526
0.5818,0.3091,1.4901,2.0925,0.1648,4,17,0.2405,6,2.2570
0.5818,0.3273,1.4584,2.1559,0.1616,3,17,0.1925,6,2.2636
0.5818,0.3455,1.4267,2.2194,0.1588,2,17,0.1622,6,2.2723
0.5818,0.3636,1.3950,2.2828,0.1563,3,17,0.1601,5,2.2833
0.5818,0.3818,1.3633,2.3462,0.1543,3,18,0.1870,5,2.2963
0.5818,0.4000,1.3316,2.4096,0.1524,2,17,0.2332,4,2.3115
0.5818,0.4182,1.2999,2.4730,0.1506,2,17,0.2895,4,2.3259
0.5818,0.4364,1.2682,2.5364,0.1488,2,15,0.3053,4,2.3156
0.5818,0.4545,1.2365,2.5998,0.1468,2,13,0.3154,5,2.3073
0.5818,0.4727,1.2048,2.6632,0.1446,2,13,0.3404,5,2.3012
0.5818,0.4909,1.1731,2.7266,0.1421,2,13,0.3772,5,2.2973
0.5818,0.5091,1.1414,2.7900,0.1394,2,12,0.4227,5,2.2956
0.5818,0.5273,1.1097,2.8535,0.1364,2,11,0.4504,4,2.2960
0.5818,0.5455,1.0780,2.9169,0.1334,2,12,0.4055,4,2.2987
0.5818,0.5636,1.0463,2.9803,0.1303,1,13,0.3690,5,2.3035
0.5818,0.5818,1.0146,3.0437,0.1274,1,13,0.3433,5,2.3105
0.5818,0.6000,0.9829,3.1071,0.1247,1,13,0.3311,6,2.3196
0.5818,0.6182,0.9512,3.1705,0.1223,1,13,0.2733,5,2.3213
0.5818,0.6364,0.9194,3.2339,0.1205,1,14,0.2201,4,2.3050
0.5818,0.6545,0.8877,3.2973,0.1193,0,14,0.1796,4,2.2906
0.5818,0.6727,0.8560,3.3607,0.1187,0,14,0.1616,4,2.2785
0.5818,0.6909,0.8243,3.4241,0.1188,0,14,0.1733,5,2.2684
0.5818,0.7091,0.7926,3.4876,0.1198,1,14,0.2067,5,2.2606
0.5818,0.7273,0.7609,3.5510,0.1213,1,14,0.2482,5,2.2549
0.5818,0.7455,0.7292,3.6144,0.1234,1,14,0.3009,4,2.2515
0.5818,0.7636,0.6975,3.6778,0.1261,1,14,0.3122,4,2.2502
0.5818,0.7818,0.6658,3.7412,0.1291,1,13,0.3292,4,2.2513
0.5818,0.8000,0.6341,3.8046,0.1323,1,13,0.3596,5,2.2545
0.5818,0.8182,0.6024,3.8680,0.1355,2,12,0.4004,5,2.2600
0.5818,0.8364,0.5707,3.9314,0.1388,2,11,0.4488,5,2.2677
0.5818,0.8545,0.5390,3.9948,0.1419,2,12,0.4257,4,2.2775
0.5818,0.8727,0.5073,4.0582,0.1447,2,13,0.3840,4,2.2895
0.5818,0.8909,0.4756,4.1217,0.1473,2,13,0.3517,5,2.3037
0.5818,0.9091,0.4439,4.1851,0.1495,2,14,0.3317,5,2.3199
0.5818,0.9273,0.4122,4.2485,0.1514,2,16,0.3262,5,2.3205
0.5818,0.9455,0.3805,4.3119,0.1532,2,17,0.2864,4,2.3112
0.5818,0.9636,0.3488,4.3753,0.1549,2,17,0.2350,4,2.3040
0.5818,0.9818,0.3171,4.4387,0.1567,3,17,0.1962,4,2.2990
0.6000,0.0000,2.0925,1.0463,0.1643,3,17,0.2491,4,2.2951
0.6000,0.0182,2.0608,1.1097,0.1658,2,17,0.2558,5,2.2944
0.6000,0.0364,2.0291,1.1731,0.1677,3,18,0.2808,5,2.2960
0.6000,0.0545,1.9974,1.2365,0.1700,4,19,0.3199,5,2.2997
0.6000,0.0727,1.9657,1.2999,0.1725,4,18,0.3686,6,2.3056
0.6000,0.0909,1.9340,1.3633,0.1749,3,18,0.4236,6,2.3137
0.6000,0.1091,1.9023,1.4267,0.1773,3,18,0.4827,6,2.3239
0.6000,0.1273,1.8706,1.4901,0.1793,4,18,0.5447,5,2.3130
0.6000,0.1455,1.8389,1.5535,0.1808,4,16,0.5941,5,2.2976
0.6000,0.1636,1.8072,1.6170,0.1816,4,15,0.6163,5,2.2844
0.6000,0.1818,1.7755,1.6804,0.1814,4,15,0.6457,5,2.2732
0.6000,0.2000,1.7438,1.7438,0.1804,4,15,0.6136,5,2.2643
0.6000,0.2182,1.7121,1.8072,0.1784,4,15,0.5435,5,2.2575
0.6000,0.2364,1.6804,1.8706,0.1757,3,16,0.4736,5,2.2530
0.6000,0.2545,1.6487,1.9340,0.1723,3,16,0.4041,5,2.2507
0.6000,0.2727,1.6170,1.9974,0.1684,3,15,0.3352,5,2.2506
0.6000,0.2909,1.5853,2.0608,0.1644,3,17,0.2673,5,2.2527
0.6000,0.3091,1.5535,2.1242,0.1604,3,17,0.2015,6,2.2571
0.6000,0.3273,1.5218,2.1876,0.1566,2,17,0.1408,5,2.2636
0.6000,0.3455,1.4901,2.2511,0.1532,2,17,0.0952,5,2.2724
0.6000,0.3636,1.4584,2.3145,0.1502,3,17,0.0915,5,2.2834
0.6000,0.3818,1.4267,2.3779,0.1476,3,18,0.1331,5,2.2964
0.6000,0.4000,1.3950,2.4413,0.1454,2,17,0.1927,4,2.3116
0.6000,0.4182,1.3633,2.5047,0.1435,2,16,0.2423,4,2.3249
0.6000,0.4364,1.3316,2.5681,0.1417,2,16,0.2344,4,2.3145
0.6000,0.4545,1.2999,2.6315,0.1399,2,15,0.2475,5,2.3062
0.6000,0.4727,1.2682,2.6949,0.1381,2,14,0.2786,5,2.3001
0.6000,0.4909,1.2365,2.7583,0.1361,2,12,0.3225,5,2.2962
0.6000,0.5091,1.2048,2.8217,0.1340,2,12,0.3748,5,2.2945
0.6000,0.5273,1.1731,2.8852,0.1318,2,11,0.4324,4,2.2949
0.6000,0.5455,1.1414,2.9486,0.1296,1,11,0.4651,5,2.2976
0.6000,0.5636,1.1097,3.0120,0.1274,2,13,0.4336,5,2.3024
0.6000,0.5818,1.0780,3.0754,0.1252,2,12,0.3735,5,2.3094
0.6000,0.6000,1.0463,3.1388,0.1232,2,13,0.3052,4,2.3186
0.6000,0.6182,1.0146,3.2022,0.1216,2,13,0.2384,4,2.3214
0.6000,0.6364,0.9829,3.2656,0.1205,2,14,0.1749,4,2.3050
0.6000,0.6545,0.9512,3.3290,0.1198,0,14,0.1200,4,2.2907
0.6000,0.6727,0.9194,3.3924,0.1197,0,14,0.0908,4,2.2785
0.6000,0.6909,0.8877,3.4558,0.1202,0,14,0.1103,5,2.2685
0.6000,0.7091,0.8560,3.5193,0.1214,1,15,0.1616,6,2.2606
0.6000,0.7273,0.8243,3.5827,0.1234,1,14,0.2239,6,2.2550
0.6000,0.7455,0.7926,3.6461,0.1261,1,13,0.2403,4,2.2515
0.6000,0.7636,0.7609,3.7095,0.1293,1,14,0.2421,4,2.2503
0.6000,0.7818,0.7292,3.7729,0.1328,1,13,0.2637,4,2.2514
0.6000,0.8000,0.6975,3.8363,0.1366,2,13,0.3008,5,2.2546
0.6000,0.8182,0.6658,3.8997,0.1405,2,12,0.3485,5,2.2601
0.6000,0.8364,0.6341,3.9631,0.1444,2,12,0.4032,5,2.2678
0.6000,0.8545,0.6024,4.0265,0.1480,2,12,0.4622,4,2.2776
0.6000,0.8727,0.5707,4.0899,0.1513,2,13,0.4457,4,2.2896
0.6000,0.8909,0.5390,4.1534,0.1542,3,13,0.4183,5,2.3038
0.6000,0.9091,0.5073,4.2168,0.1566,3,14,0.4016,5,2.3200
0.6000,0.9273,0.4756,4.2802,0.1586,3,15,0.3862,5,2.3194
0.6000,0.9455,0.4439,4.3436,0.1602,3,15,0.3351,5,2.3101
0.6000,0.9636,0.4122,4.4070,0.1616,3,17,0.2924,4,2.3029
0.6000,0.9818,0.3805,4.4704,0.1629,2,17,0.2622,4,2.2979
0.6182,0.0000,2.1559,1.0780,0.1692,3,16,0.3200,4,2.2823
0.6182,0.0182,2.1242,1.1414,0.1699,2,18,0.3252,5,2.2816
0.6182,0.0364,2.0925,1.2048,0.1708,3,18,0.3452,5,2.2832
0.6182,0.0545,2.0608,1.2682,0.1721,3,19,0.3777,5,2.2869
0.6182,0.0727,2.0291,1.3316,0.1736,4,18,0.4197,5,2.2929
0.6182,0.0909,1.9974,1.3950,0.1752,3,18,0.4687,5,2.3010
0.6182,0.1091,1.9657,1.4584,0.1768,4,18,0.5029,6,2.3113
0.6182,0.1273,1.9340,1.5218,0.1781,4,18,0.5096,5,2.3152
0.6182,0.1455,1.9023,1.5853,0.1789,4,16,0.5260,5,2.2999
0.6182,0.1636,1.8706,1.6487,0.1792,4,16,0.5510,5,2.2866
0.6182,0.1818,1.8389,1.7121,0.1787,4,16,0.5836,5,2.2755
0.6182,0.2000,1.8072,1.7755,0.1773,4,15,0.6077,5,2.2666
0.6182,0.2182,1.7755,1.8389,0.1751,3,14,0.5368,5,2.2598
0.6182,0.2364,1.7438,1.9023,0.1720,3,14,0.4660,6,2.2553
0.6182,0.2545,1.7121,1.9657,0.1684,3,15,0.3951,5,2.2530
0.6182,0.2727,1.6804,2.0291,0.1642,3,14,0.3243,5,2.2529
0.6182,0.2909,1.6487,2.0925,0.1598,3,14,0.2535,4,2.2550
0.6182,0.3091,1.6170,2.1559,0.1554,3,16,0.1828,5,2.2594
0.6182,0.3273,1.5853,2.2194,0.1512,2,17,0.1123,5,2.2660
0.6182,0.3455,1.5535,2.2828,0.1474,2,17,0.0432,5,2.2747
0.6182,0.3636,1.5218,2.3462,0.1439,2,17,0.0342,5,2.2856
0.6182,0.3818,1.4901,2.4096,0.1410,3,16,0.1026,5,2.2987
0.6182,0.4000,1.4584,2.4730,0.1386,3,16,0.1730,4,2.3139
